Date,Bid_Open,Bid_High,Bid_Low,Bid_Close,Ask_Open,Ask_High,Ask_Low,Ask_Close,Mid_Open,Mid_High,Mid_Low,Mid_Close,Volume
2022-06-15 06:00:00,1.51676,1.51889,1.51355,1.51637,1.51707,1.51918,1.51382,1.51668,1.51692,1.51902,1.51369,1.51652,15666
2022-06-15 07:00:00,1.51635,1.5182,1.51313,1.51512,1.51664,1.51851,1.51344,1.51539,1.5165,1.51834,1.51328,1.51526,16272
2022-06-15 08:00:00,1.51514,1.51626,1.51237,1.51344,1.51538,1.51655,1.51266,1.51375,1.51526,1.5164,1.51252,1.5136,15893
2022-06-15 09:00:00,1.51344,1.51445,1.51122,1.51243,1.51377,1.51475,1.51151,1.51274,1.5136,1.5146,1.51136,1.51258,12273
2022-06-15 10:00:00,1.5124,1.51288,1.50907,1.51092,1.5127,1.51316,1.50936,1.51125,1.51255,1.51302,1.50922,1.51108,11401
2022-06-15 11:00:00,1.51092,1.51108,1.50525,1.50583,1.51124,1.51139,1.50552,1.50611,1.51108,1.51124,1.50538,1.50597,12048
2022-06-15 12:00:00,1.50585,1.50676,1.50211,1.5031,1.50611,1.50704,1.50244,1.50338,1.50598,1.5069,1.50228,1.50324,20501
2022-06-15 13:00:00,1.50307,1.50394,1.50043,1.50064,1.50333,1.50418,1.50068,1.50087,1.5032,1.50406,1.50056,1.50076,16804
2022-06-15 14:00:00,1.50067,1.50081,1.49734,1.50012,1.50094,1.50106,1.49758,1.50034,1.5008,1.50094,1.49746,1.50023,14786
2022-06-15 15:00:00,1.50005,1.50102,1.49477,1.49506,1.50025,1.50124,1.49499,1.49532,1.50015,1.50113,1.49488,1.49519,11840
2022-06-15 16:00:00,1.49509,1.49545,1.49316,1.49441,1.49533,1.49572,1.49346,1.49468,1.49521,1.49558,1.49332,1.49454,7774
2022-06-15 17:00:00,1.49438,1.49643,1.49403,1.49403,1.49466,1.49671,1.49449,1.49603,1.49452,1.49656,1.49438,1.49503,8616
2022-06-15 18:00:00,1.49411,1.49824,1.48983,1.49322,1.49611,1.49877,1.49058,1.49377,1.49511,1.49846,1.4902,1.4935,43083
2022-06-15 19:00:00,1.49327,1.49335,1.4877,1.49217,1.4938,1.49386,1.48807,1.49249,1.49354,1.4936,1.48788,1.49233,32816
2022-06-15 20:00:00,1.4921,1.49336,1.49099,1.49133,1.49244,1.49371,1.49143,1.4918,1.49227,1.49353,1.49124,1.49156,7726
2022-06-15 21:00:00,1.49043,1.49136,1.48932,1.49032,1.49336,1.49338,1.4911,1.49154,1.4919,1.49191,1.49048,1.49093,812
2022-06-15 22:00:00,1.49009,1.49331,1.48999,1.49213,1.49176,1.49361,1.49044,1.49247,1.49092,1.49345,1.4903,1.4923,4868
2022-06-15 23:00:00,1.49206,1.49296,1.48982,1.49005,1.49243,1.49324,1.49011,1.49036,1.49224,1.4931,1.48996,1.4902,4947
2022-06-16 00:00:00,1.49013,1.49095,1.48749,1.48933,1.49039,1.49126,1.48777,1.48967,1.49026,1.4911,1.48764,1.4895,9443
2022-06-16 01:00:00,1.48931,1.49051,1.48721,1.48911,1.48962,1.49076,1.4875,1.48937,1.48946,1.49064,1.48736,1.48924,11991
2022-06-16 02:00:00,1.48914,1.48953,1.48623,1.48701,1.48939,1.48981,1.48647,1.4873,1.48926,1.48966,1.48636,1.48716,7397
2022-06-16 03:00:00,1.487,1.48896,1.48696,1.48857,1.48728,1.48922,1.48721,1.48884,1.48714,1.48908,1.4871,1.4887,5905
2022-06-16 04:00:00,1.48858,1.4888,1.48717,1.48864,1.48888,1.48909,1.48746,1.48899,1.48873,1.48894,1.48732,1.48882,5039
2022-06-16 05:00:00,1.48865,1.49141,1.48858,1.49091,1.48898,1.49168,1.48886,1.4912,1.48882,1.49154,1.48872,1.49106,6841
2022-06-16 06:00:00,1.49094,1.49223,1.48874,1.49048,1.49125,1.49247,1.48903,1.49075,1.4911,1.49235,1.48888,1.49062,11643
2022-06-16 07:00:00,1.49055,1.49474,1.49055,1.49156,1.49082,1.49501,1.49081,1.49196,1.49068,1.49488,1.49068,1.49176,18594
2022-06-16 08:00:00,1.49154,1.49204,1.48788,1.48998,1.49192,1.49236,1.48817,1.49027,1.49173,1.4922,1.48804,1.49012,16232
2022-06-16 09:00:00,1.48998,1.49486,1.48924,1.49284,1.49029,1.49511,1.48952,1.49311,1.49014,1.49498,1.48938,1.49298,14856
2022-06-16 10:00:00,1.49282,1.49492,1.49061,1.4945,1.4931,1.49524,1.4909,1.49484,1.49296,1.49508,1.49076,1.49467,13133
2022-06-16 11:00:00,1.49447,1.49576,1.49202,1.49407,1.4948,1.49609,1.49231,1.49434,1.49464,1.49591,1.49216,1.4942,20115
2022-06-16 12:00:00,1.49411,1.49499,1.49191,1.494,1.49437,1.49562,1.49219,1.49429,1.49424,1.49528,1.49206,1.49414,18270
2022-06-16 13:00:00,1.49396,1.50123,1.49396,1.4988,1.49425,1.50158,1.49423,1.49904,1.4941,1.5014,1.4941,1.49892,19694
2022-06-16 14:00:00,1.49873,1.50797,1.49867,1.50795,1.49902,1.5082,1.49896,1.5082,1.49888,1.50808,1.49882,1.50808,20428
2022-06-16 15:00:00,1.50792,1.50861,1.50353,1.5045,1.50814,1.50883,1.50385,1.50478,1.50803,1.50872,1.5037,1.50464,17811
2022-06-16 16:00:00,1.50451,1.50566,1.49856,1.49994,1.50482,1.50597,1.49884,1.50025,1.50466,1.5058,1.4987,1.5001,16675
2022-06-16 17:00:00,1.49989,1.50128,1.49749,1.49945,1.5002,1.50155,1.49781,1.49972,1.50004,1.50142,1.49765,1.49958,14394
2022-06-16 18:00:00,1.49945,1.50059,1.49609,1.49765,1.49973,1.50086,1.49633,1.49785,1.49959,1.50072,1.49621,1.49775,11182
2022-06-16 19:00:00,1.49763,1.49811,1.49564,1.49662,1.49786,1.49841,1.49593,1.49687,1.49774,1.49824,1.4958,1.49674,12732
2022-06-16 20:00:00,1.4966,1.49758,1.4961,1.49679,1.49683,1.49791,1.49642,1.49718,1.49672,1.49773,1.49626,1.49698,4589
2022-06-16 21:00:00,1.49528,1.49708,1.4944,1.49692,1.49878,1.49906,1.49748,1.49858,1.49703,1.49791,1.49615,1.49775,539
2022-06-16 22:00:00,1.4969,1.49809,1.49582,1.49711,1.49889,1.49889,1.4962,1.49738,1.4979,1.4983,1.49602,1.49724,4423
2022-06-16 23:00:00,1.49717,1.49802,1.49604,1.49794,1.49745,1.49832,1.49633,1.4982,1.49731,1.49816,1.49618,1.49807,4874
2022-06-17 00:00:00,1.49794,1.50162,1.49756,1.5015,1.49822,1.50193,1.49786,1.50179,1.49808,1.50176,1.49771,1.50164,10950
2022-06-17 01:00:00,1.50154,1.50192,1.49762,1.499,1.50186,1.50217,1.49793,1.49929,1.5017,1.50204,1.49779,1.49914,11915
