Date,Currency_Code,Impact,Actual,Previous
2018-12-10T13:30:00.000Z,CAD,med,1,0
2018-12-10T18:00:00.000Z,CAD,,0,0
2018-12-10T21:45:00.000Z,NZD,low,-1,-1
2018-12-10T23:50:00.000Z,JPY,med,-1,0
2018-12-11T00:30:00.000Z,AUD,med,1,0
2018-12-11T00:30:00.000Z,AUD,med,0,0
2018-12-11T08:30:00.000Z,EUR,,0,0
2018-12-11T09:30:00.000Z,GBP,med,0,0
2018-12-11T09:30:00.000Z,GBP,med,0,0
2018-12-11T09:30:00.000Z,GBP,med,1,0
2018-12-11T09:30:00.000Z,GBP,med,1,0
2018-12-11T09:30:00.000Z,GBP,med,0,0
2018-12-11T09:30:00.000Z,GBP,med,1,0
2018-12-11T09:30:00.000Z,GBP,med,-1,0
2018-12-11T09:30:00.000Z,GBP,med,-1,0
2018-12-11T09:30:00.000Z,GBP,med,-1,0
2018-12-11T09:30:00.000Z,GBP,high,-1,0
2018-12-11T09:30:00.000Z,GBP,med,-1,0
2018-12-11T09:30:00.000Z,GBP,med,-1,0
2018-12-11T09:30:00.000Z,GBP,,0,0
2018-12-11T10:00:00.000Z,EUR,med,-1,0
2018-12-11T10:00:00.000Z,EUR,med,1,0
2018-12-11T10:00:00.000Z,EUR,high,0,0
2018-12-11T11:00:00.000Z,USD,,-1,0
2018-12-11T13:30:00.000Z,USD,high,1,0
2018-12-11T13:30:00.000Z,USD,med,1,0
2018-12-11T19:15:00.000Z,NZD,,0,0
2018-12-11T23:30:00.000Z,AUD,med,0,0
2018-12-11T23:50:00.000Z,JPY,med,-1,0
2018-12-11T23:50:00.000Z,JPY,med,-1,0
2018-12-11T23:50:00.000Z,JPY,med,-1,0
2018-12-11T23:50:00.000Z,JPY,med,-1,0
2018-12-12,,low,0,0
2018-12-12T04:30:00.000Z,JPY,low,1,0
2018-12-12T10:00:00.000Z,EUR,med,1,0
2018-12-12T13:30:00.000Z,USD,high,0,0
2018-12-12T13:30:00.000Z,USD,high,0,0
2018-12-12T13:30:00.000Z,EUR,,0,0
2018-12-12T16:55:00.000Z,EUR,,0,0
2018-12-12T21:45:00.000Z,NZD,med,0,0
2018-12-13,,low,0,0
2018-12-13,EUR,high,0,0
2018-12-13T00:00:00.000Z,NZD,,0,0
2018-12-13T07:00:00.000Z,EUR,low,0,0
2018-12-13T07:00:00.000Z,EUR,med,0,0
2018-12-13T07:00:00.000Z,EUR,low,0,0
2018-12-13T07:00:00.000Z,EUR,med,0,0
2018-12-13T07:30:00.000Z,CHF,,0,0
2018-12-13T07:45:00.000Z,EUR,low,0,0
2018-12-13T07:45:00.000Z,EUR,low,0,0
2018-12-13T07:45:00.000Z,EUR,low,0,0
2018-12-13T07:45:00.000Z,EUR,low,0,0
2018-12-13T08:15:00.000Z,CHF,med,-1,0
2018-12-13T08:15:00.000Z,CHF,med,-1,0
2018-12-13T08:30:00.000Z,CHF,high,0,0
2018-12-13T11:45:00.000Z,EUR,high,0,0
2018-12-13T11:45:00.000Z,EUR,high,0,0
2018-12-13T12:45:00.000Z,EUR,high,0,0
2018-12-13T13:30:00.000Z,USD,med,1,-1
2018-12-13T13:30:00.000Z,USD,,-1,0
2018-12-13T13:30:00.000Z,CAD,low,0,0
2018-12-13T19:00:00.000Z,USD,,-1,-1
2018-12-13T23:50:00.000Z,JPY,med,0,0
2018-12-14,EUR,,0,0
2018-12-14T02:00:00.000Z,CNY,,-1,0
2018-12-14T02:00:00.000Z,CNY,med,-1,0
2018-12-14T04:30:00.000Z,JPY,low,0,0
2018-12-14T04:30:00.000Z,JPY,med,0,0
2018-12-14T04:30:00.000Z,JPY,med,0,0
2018-12-14T08:00:00.000Z,EUR,low,-1,0
2018-12-14T08:00:00.000Z,EUR,,-1,0
2018-12-14T08:00:00.000Z,EUR,low,-1,0
2018-12-14T08:15:00.000Z,EUR,,0,0
2018-12-14T08:30:00.000Z,EUR,med,1,0
2018-12-14T08:30:00.000Z,EUR,low,-1,0
2018-12-14T08:30:00.000Z,EUR,med,-1,0
2018-12-14T08:30:00.000Z,EUR,med,-1,0
2018-12-14T09:00:00.000Z,EUR,med,-1,0
2018-12-14T09:00:00.000Z,EUR,low,-1,0
2018-12-14T09:30:00.000Z,EUR,,0,0
2018-12-14T13:30:00.000Z,USD,high,0,1
2018-12-14T13:30:00.000Z,USD,high,1,1
2018-12-14T13:30:00.000Z,EUR,,0,0
2018-12-14T14:15:00.000Z,USD,med,-1,-1
2018-12-14T14:15:00.000Z,USD,med,1,-1
2018-12-14T15:00:00.000Z,USD,med,0,1
2018-12-14T15:00:00.000Z,EUR,,0,0
2018-12-17T00:01:00.000Z,GBP,med,0,0
2018-12-17T00:01:00.000Z,GBP,med,0,0
2018-12-17T09:00:00.000Z,EUR,,0,0
2018-12-17T10:00:00.000Z,EUR,med,-1,0
2018-12-17T10:00:00.000Z,EUR,med,0,0
2018-12-17T10:00:00.000Z,EUR,med,0,0
2018-12-17T10:00:00.000Z,EUR,low,-1,0
2018-12-17T10:00:00.000Z,EUR,med,0,0
2018-12-17T13:30:00.000Z,USD,med,-1,0
2018-12-17T14:00:00.000Z,CAD,med,0,0
2018-12-17T15:00:00.000Z,USD,low,-1,0
2018-12-17T21:00:00.000Z,USD,low,0,0
2018-12-18,EUR,low,0,0
2018-12-18,EUR,low,0,0
2018-12-18T00:30:00.000Z,AUD,,0,0
2018-12-18T09:00:00.000Z,EUR,high,-1,0
2018-12-18T09:00:00.000Z,EUR,high,-1,0
2018-12-18T09:00:00.000Z,EUR,high,-1,0
2018-12-18T12:00:00.000Z,EUR,,0,0
2018-12-18T13:30:00.000Z,CAD,med,-1,0
2018-12-18T13:30:00.000Z,USD,med,1,1
2018-12-18T13:30:00.000Z,USD,med,1,-1
2018-12-18T23:30:00.000Z,AUD,low,0,0
2018-12-18T23:50:00.000Z,JPY,med,0,0
2018-12-19T00:00:00.000Z,AUD,low,0,0
2018-12-19T07:00:00.000Z,EUR,low,0,0
2018-12-19T09:30:00.000Z,GBP,low,1,0
2018-12-19T09:30:00.000Z,GBP,med,1,0
2018-12-19T09:30:00.000Z,GBP,med,1,0
2018-12-19T09:30:00.000Z,GBP,low,1,0
2018-12-19T09:30:00.000Z,GBP,high,0,0
2018-12-19T09:30:00.000Z,GBP,high,0,0
2018-12-19T13:30:00.000Z,CAD,high,0,0
2018-12-19T13:30:00.000Z,CAD,high,-1,0
2018-12-19T13:30:00.000Z,USD,med,1,1
2018-12-19T15:00:00.000Z,USD,med,1,0
2018-12-19T18:00:00.000Z,USD,high,0,0
2018-12-19T19:00:00.000Z,USD,high,0,0
2018-12-19T19:30:00.000Z,USD,high,0,0
2018-12-19T21:45:00.000Z,NZD,med,0,0
2018-12-19T21:45:00.000Z,NZD,med,0,0
2018-12-19T23:00:00.000Z,JPY,,0,0
2018-12-20T00:00:00.000Z,JPY,med,0,0
2018-12-20T00:00:00.000Z,JPY,med,0,0
2018-12-20,JPY,high,0,0
2018-12-20T00:30:00.000Z,AUD,high,-1,0
2018-12-20T00:30:00.000Z,AUD,high,1,0
2018-12-20T00:30:00.000Z,AUD,med,1,0
2018-12-20T02:30:00.000Z,JPY,high,0,0
2018-12-20T04:30:00.000Z,JPY,low,0,0
2018-12-20T09:00:00.000Z,EUR,low,0,0
2018-12-20T09:30:00.000Z,GBP,high,1,0
2018-12-20T09:30:00.000Z,GBP,high,1,0
2018-12-20T09:30:00.000Z,GBP,high,1,0
2018-12-20T09:30:00.000Z,GBP,high,1,0
2018-12-20T11:00:00.000Z,GBP,high,0,0
2018-12-20T11:00:00.000Z,GBP,high,0,0
2018-12-20T12:00:00.000Z,GBP,high,0,0
2018-12-20T13:30:00.000Z,CAD,low,1,-1
2018-12-20T13:30:00.000Z,USD,med,-1,0
2018-12-20T13:30:00.000Z,USD,med,-1,0
2018-12-20T15:00:00.000Z,USD,low,1,-1
2018-12-20T23:30:00.000Z,JPY,,0,0
2018-12-21,EUR,low,0,0
2018-12-21T07:00:00.000Z,EUR,med,1,0
2018-12-21T07:45:00.000Z,EUR,med,-1,0
2018-12-21T07:45:00.000Z,EUR,med,1,0
2018-12-21T07:45:00.000Z,EUR,med,-1,0
2018-12-21T07:45:00.000Z,EUR,low,0,0
2018-12-21T09:30:00.000Z,GBP,med,0,0
2018-12-21T09:30:00.000Z,GBP,med,0,0
2018-12-21T09:30:00.000Z,GBP,high,0,0
2018-12-21T11:00:00.000Z,EUR,low,0,0
2018-12-21T13:30:00.000Z,CAD,high,1,0
2018-12-21T13:30:00.000Z,USD,med,-1,1
2018-12-21T13:30:00.000Z,USD,med,-1,0
2018-12-21T13:30:00.000Z,CAD,high,-1,0
2018-12-21T13:30:00.000Z,CAD,high,-1,-1
2018-12-21T13:30:00.000Z,USD,med,1,0
2018-12-21T13:30:00.000Z,USD,med,-1,0
2018-12-21T15:00:00.000Z,USD,med,-1,0
2018-12-21T15:00:00.000Z,USD,med,-1,0
2018-12-21T15:00:00.000Z,USD,med,1,1
2018-12-21T15:00:00.000Z,EUR,med,0,0
2018-12-21T15:00:00.000Z,USD,high,1,0
2018-12-21T15:00:00.000Z,CAD,,0,0
2018-12-24,EUR,low,0,0
2018-12-24,JPY,,0,0
2018-12-25,AUD,high,0,0
2018-12-25,,high,0,0
2018-12-25T05:00:00.000Z,JPY,low,0,0
2018-12-25T23:50:00.000Z,JPY,high,0,0
2018-12-26,AUD,,0,0
2018-12-26,CAD,,0,0
2018-12-26,GBP,,0,0
2018-12-26,EUR,,0,0
2018-12-26,EUR,,0,0
2018-12-26,NZD,,0,0
2018-12-26,CHF,,0,0
2018-12-26,JPY,high,0,0
2018-12-26T14:00:00.000Z,USD,med,1,1
2018-12-27T05:00:00.000Z,JPY,med,0,0
2018-12-27T05:00:00.000Z,JPY,low,0,0
2018-12-27T05:00:00.000Z,JPY,med,0,0
2018-12-27T13:30:00.000Z,USD,med,0,-1
2018-12-27T14:00:00.000Z,USD,med,0,0
2018-12-27T15:00:00.000Z,USD,high,-1,1
2018-12-27T23:30:00.000Z,JPY,,0,0
2018-12-27T23:30:00.000Z,JPY,med,0,0
2018-12-27T23:30:00.000Z,JPY,,0,0
2018-12-27T23:50:00.000Z,JPY,med,0,1
2018-12-27T23:50:00.000Z,JPY,med,0,1
2018-12-27T23:50:00.000Z,JPY,med,0,0
2018-12-27T23:50:00.000Z,JPY,med,0,0
2018-12-27T23:50:00.000Z,JPY,med,0,0
2018-12-28,GBP,low,0,0
2018-12-28,GBP,low,0,0
2018-12-28T08:00:00.000Z,CHF,med,0,0
2018-12-28T13:00:00.000Z,EUR,med,0,0
2018-12-28T13:00:00.000Z,EUR,low,0,0
2018-12-28T13:00:00.000Z,EUR,low,0,0
2018-12-28T13:00:00.000Z,EUR,med,0,0
2018-12-28T14:45:00.000Z,USD,med,1,0
2018-12-28T15:00:00.000Z,USD,med,-1,0
2017-12-31T01:00:00.000Z,CNY,high,0,0
2018-01-01T22:30:00.000Z,AUD,low,0,0
2018-01-02T01:45:00.000Z,CNY,low,1,0
2018-01-02T08:30:00.000Z,CHF,low,1,0
2018-01-02T08:50:00.000Z,EUR,low,-1,0
2018-01-02T08:55:00.000Z,EUR,med,0,0
2018-01-02T09:00:00.000Z,EUR,med,0,0
2018-01-02T09:30:00.000Z,GBP,med,-1,0
2018-01-02T14:45:00.000Z,USD,low,1,0
2018-01-03,USD,med,1,1
2018-01-03T08:55:00.000Z,EUR,med,-1,-1
2018-01-03T08:55:00.000Z,EUR,med,0,1
2018-01-03T09:30:00.000Z,GBP,,-1,0
2018-01-03T13:00:00.000Z,GBP,,0,0
2018-01-03T15:00:00.000Z,USD,med,1,-1
2018-01-03T15:00:00.000Z,USD,high,1,0
2018-01-03T19:00:00.000Z,USD,high,0,0
2018-01-03T22:30:00.000Z,AUD,med,0,0
2018-01-04T07:00:00.000Z,GBP,low,1,0
2018-01-04T07:00:00.000Z,GBP,low,1,0
2018-01-04T08:50:00.000Z,EUR,,-1,0
2018-01-04T08:50:00.000Z,EUR,low,-1,0
2018-01-04T08:55:00.000Z,EUR,med,0,0
2018-01-04T09:00:00.000Z,EUR,low,1,0
2018-01-04T09:00:00.000Z,EUR,med,1,0
2018-01-04T09:30:00.000Z,GBP,low,0,0
2018-01-04T09:30:00.000Z,GBP,med,1,0
2018-01-04T09:30:00.000Z,GBP,med,1,-1
2018-01-04T09:30:00.000Z,GBP,med,-1,-1
2018-01-04T09:30:00.000Z,GBP,med,1,1
2018-01-04T13:15:00.000Z,USD,high,1,0
2018-01-04T13:30:00.000Z,CAD,low,1,1
2018-01-04T13:30:00.000Z,CAD,low,0,0
2018-01-04T13:30:00.000Z,USD,med,-1,-1
2018-01-04T18:30:00.000Z,USD,,0,0
2018-01-05T00:01:00.000Z,GBP,med,0,0
2018-01-05T00:30:00.000Z,AUD,med,-1,0
2018-01-05T00:30:00.000Z,JPY,med,0,0
2018-01-05T05:00:00.000Z,JPY,low,0,0
2018-01-05T07:00:00.000Z,EUR,med,1,1
2018-01-05T07:00:00.000Z,EUR,med,1,1
2018-01-05T07:45:00.000Z,EUR,low,0,0
2018-01-05T07:45:00.000Z,EUR,low,0,0
2018-01-05T07:45:00.000Z,EUR,low,0,0
2018-01-05T07:45:00.000Z,EUR,low,0,0
2018-01-05T07:45:00.000Z,EUR,low,1,1
2018-01-05T09:30:00.000Z,GBP,med,0,-1
2018-01-05T10:00:00.000Z,EUR,high,0,0
2018-01-05T10:00:00.000Z,EUR,med,-1,0
2018-01-05T10:00:00.000Z,EUR,low,1,0
2018-01-05T10:00:00.000Z,EUR,low,1,0
2018-01-05T13:30:00.000Z,CAD,med,1,0
2018-01-05T13:30:00.000Z,CAD,med,-1,-1
2018-01-05T13:30:00.000Z,CAD,high,1,0
2018-01-05T13:30:00.000Z,USD,high,0,-1
2018-01-05T13:30:00.000Z,USD,high,-1,1
2018-01-05T13:30:00.000Z,USD,high,-1,1
2018-01-05T13:30:00.000Z,USD,med,-1,-1
2018-01-05T13:30:00.000Z,USD,high,0,0
2018-01-05T15:00:00.000Z,USD,low,1,1
2018-01-05T15:00:00.000Z,USD,high,-1,0
2018-01-05T15:00:00.000Z,CAD,med,0,0
2018-01-05T15:15:00.000Z,USD,,0,0
2018-01-05T17:30:00.000Z,USD,,0,0
2018-01-05T19:30:00.000Z,GBP,,0,0
2018-01-06T13:00:00.000Z,,,0,0
2018-01-06T15:15:00.000Z,USD,,0,0
2018-01-06T15:15:00.000Z,USD,,0,0
2018-12-31,JPY,,0,0
2018-12-31,USD,,0,0
2018-12-31T01:00:00.000Z,CNY,high,-1,0
2018-12-31T01:00:00.000Z,CNY,med,1,0
2018-12-31T23:30:00.000Z,AUD,low,0,0
2019-01-01,,high,0,0
2019-01-02,CHF,high,0,0
2019-01-02,NZD,high,0,0
2019-01-02T01:45:00.000Z,CNY,low,-1,0
2019-01-02T08:30:00.000Z,CHF,low,0,0
2019-01-02T08:50:00.000Z,EUR,low,-1,0
2019-01-02T08:55:00.000Z,EUR,med,0,-1
2019-01-02T08:55:00.000Z,EUR,med,0,0
2019-01-03T09:00:00.000Z,EUR,med,-1,0
2019-01-03T09:30:00.000Z,GBP,med,0,0
2019-01-03T13:15:00.000Z,USD,high,0,-1
2019-01-03T13:30:00.000Z,USD,med,0,-1
2019-01-03T15:00:00.000Z,USD,high,-1,0
2019-01-04T07:45:00.000Z,EUR,low,-1,0
2019-01-04T07:45:00.000Z,EUR,low,0,0
2019-01-04T07:45:00.000Z,EUR,low,-1,0
2019-01-04T07:45:00.000Z,EUR,low,0,0
2019-01-04T08:50:00.000Z,EUR,med,-1,0
2019-01-04T08:50:00.000Z,EUR,low,-1,0
2019-01-04T08:55:00.000Z,EUR,med,0,0
2019-01-04T08:55:00.000Z,EUR,med,0,0
2019-01-04T08:55:00.000Z,EUR,low,0,0
2019-01-04T08:55:00.000Z,EUR,med,0,0
2019-01-04T08:55:00.000Z,EUR,med,-1,0
2019-01-04T08:55:00.000Z,EUR,low,-1,0
2019-01-04T09:30:00.000Z,GBP,low,0,0
2019-01-04T10:00:00.000Z,EUR,med,0,0
2019-01-04T10:00:00.000Z,EUR,low,-1,0
2019-01-04T10:00:00.000Z,EUR,low,-1,0
2019-01-04T13:30:00.000Z,CAD,low,0,1
2019-01-04T13:30:00.000Z,CAD,low,0,0
2019-01-04T13:30:00.000Z,CAD,high,0,0
2019-01-04T13:30:00.000Z,CAD,high,0,0
2019-01-04T13:30:00.000Z,USD,high,1,0
2019-01-04T13:30:00.000Z,USD,high,1,1
2019-01-04T13:30:00.000Z,USD,high,1,1
2019-01-04T13:30:00.000Z,USD,high,-1,0
2019-01-04T15:15:00.000Z,USD,med,0,0
2019-01-04T15:15:00.000Z,USD,high,0,0
2019-01-04T18:30:00.000Z,USD,med,0,0
2019-01-05T15:15:00.000Z,USD,med,0,0
2019-01-05T17:30:00.000Z,USD,low,0,0
2019-01-06T21:30:00.000Z,AUD,,0,0
2019-01-07,CHF,med,0,0
2019-01-07T00:30:00.000Z,JPY,med,0,0
2019-01-07T00:30:00.000Z,JPY,med,0,0
2019-01-07T05:00:00.000Z,JPY,low,0,0
2019-01-07T07:00:00.000Z,EUR,med,0,0
2019-01-07T07:00:00.000Z,EUR,med,0,0
2019-01-07T08:15:00.000Z,CHF,low,-1,0
2019-01-07T08:15:00.000Z,CHF,med,-1,0
2019-01-07T08:15:00.000Z,CHF,low,1,0
2019-01-07T08:15:00.000Z,CHF,med,1,0
2019-01-07T09:30:00.000Z,EUR,med,0,0
2019-01-07T10:00:00.000Z,EUR,low,0,0
2019-01-07T10:00:00.000Z,EUR,med,0,0
2019-01-07T15:00:00.000Z,USD,high,-1,0
2019-01-07T17:40:00.000Z,USD,med,0,0
2019-01-08T00:00:00.000Z,USD,med,1,0
2019-01-08T00:30:00.000Z,AUD,med,-1,0
2019-01-08T02:30:00.000Z,AUD,med,0,0
2019-01-08T05:00:00.000Z,JPY,low,0,0
2019-01-08T06:45:00.000Z,CHF,low,0,0
2019-01-08T07:00:00.000Z,EUR,med,-1,0
2019-01-08T07:00:00.000Z,EUR,med,-1,0
2019-01-08T07:30:00.000Z,CHF,med,0,0
2019-01-08T07:45:00.000Z,EUR,low,0,0
2019-01-08T07:45:00.000Z,EUR,low,-1,0
2019-01-08T08:30:00.000Z,GBP,low,0,0
2019-01-08T08:30:00.000Z,GBP,low,0,0
2019-01-08T10:00:00.000Z,EUR,med,0,0
2019-01-08T10:00:00.000Z,EUR,med,0,0
2019-01-08T10:00:00.000Z,EUR,med,-1,0
2019-01-08T13:30:00.000Z,CAD,high,1,1
2019-01-08T20:00:00.000Z,USD,low,1,-1
2019-01-08T21:30:00.000Z,AUD,med,0,0
2019-01-09T00:00:00.000Z,NZD,med,0,0
2019-01-09T00:30:00.000Z,AUD,high,-1,1
2019-01-09T07:00:00.000Z,EUR,low,-1,0
2019-01-09T07:00:00.000Z,EUR,low,1,1
2019-01-09T07:45:00.000Z,EUR,low,-1,-1
2019-01-09T10:00:00.000Z,EUR,med,1,0
2019-01-09T13:15:00.000Z,CAD,low,1,1
2019-01-09T13:20:00.000Z,USD,med,0,0
2019-01-09T14:00:00.000Z,USD,med,0,0
2019-01-09T15:00:00.000Z,CAD,high,0,0
2019-01-09T15:00:00.000Z,CAD,high,0,0
2019-01-09T16:15:00.000Z,CAD,high,0,0
2019-01-09T16:30:00.000Z,USD,med,0,0
2019-01-09T17:30:00.000Z,GBP,med,0,0
2019-01-09T19:00:00.000Z,USD,high,0,0
2019-01-10T01:30:00.000Z,CNY,med,-1,0
2019-01-10T01:30:00.000Z,CNY,med,-1,0
2019-01-10T05:00:00.000Z,JPY,low,-1,0
2019-01-10T07:45:00.000Z,EUR,med,-1,0
2019-01-10T07:45:00.000Z,EUR,med,-1,0
2019-01-10T07:45:00.000Z,EUR,med,-1,0
2019-01-10T07:45:00.000Z,EUR,med,0,0
2019-01-10T12:30:00.000Z,EUR,med,0,0
2019-01-10T13:30:00.000Z,CAD,med,1,-1
2019-01-10T13:30:00.000Z,CAD,low,0,0
2019-01-10T13:30:00.000Z,USD,med,1,-1
2019-01-10T13:35:00.000Z,USD,med,0,0
2019-01-10T17:00:00.000Z,USD,med,0,0
2019-01-10T17:30:00.000Z,EUR,med,0,0
2019-01-10T17:30:00.000Z,USD,med,0,0
2019-01-10T18:00:00.000Z,USD,med,0,0
2019-01-10T18:20:00.000Z,USD,med,0,0
2019-01-10T21:30:00.000Z,AUD,med,0,0
2019-01-10T21:45:00.000Z,NZD,med,0,0
2019-01-11T00:00:00.000Z,JPY,med,-1,0
2019-01-11,EUR,med,0,0
2019-01-11T00:00:00.000Z,USD,med,0,0
2019-01-11T00:30:00.000Z,AUD,high,1,0
2019-01-11T07:30:00.000Z,EUR,low,1,0
2019-01-11T09:30:00.000Z,GBP,med,1,1
2019-01-11T09:30:00.000Z,GBP,high,-1,1
2019-01-11T09:30:00.000Z,GBP,med,-1,1
2019-01-11T09:30:00.000Z,GBP,med,-1,-1
2019-01-11T09:30:00.000Z,GBP,high,-1,0
2019-01-11T09:30:00.000Z,GBP,med,1,1
2019-01-11T09:30:00.000Z,GBP,med,-1,-1
2019-01-11T09:30:00.000Z,GBP,med,-1,0
2019-01-11T09:30:00.000Z,GBP,high,1,0
2019-01-11T13:30:00.000Z,USD,high,0,0
2019-01-11T13:30:00.000Z,USD,high,0,0
2019-01-11T16:00:00.000Z,EUR,med,0,0
2019-01-14T00:00:00.000Z,CNY,high,-1,0
2019-01-14T00:00:00.000Z,CNY,high,-1,0
2019-01-14T00:00:00.000Z,CNY,med,1,1
2019-01-14T10:00:00.000Z,EUR,med,1,0
2019-01-14T21:00:00.000Z,NZD,med,0,0
2019-01-14T21:45:00.000Z,NZD,med,0,0
2019-01-14T23:50:00.000Z,JPY,med,0,0
2019-01-15,CNY,med,0,0
2019-01-15,CNY,med,1,0
2019-01-15,CNY,med,-1,0
2019-01-15T07:45:00.000Z,EUR,low,0,0
2019-01-15T07:45:00.000Z,EUR,low,0,0
2019-01-15T07:45:00.000Z,EUR,low,0,0
2019-01-15T07:45:00.000Z,EUR,low,0,0
2019-01-15T10:00:00.000Z,EUR,low,1,0
2019-01-15T11:00:00.000Z,EUR,med,0,0
2019-01-15T13:30:00.000Z,USD,high,-1,0
2019-01-15T13:30:00.000Z,USD,med,-1,0
2019-01-15T13:30:00.000Z,USD,med,-1,1
2019-01-15T14:00:00.000Z,CAD,med,-1,0
2019-01-15T15:00:00.000Z,EUR,med,0,0
2019-01-15T16:30:00.000Z,USD,med,0,0
2019-01-15T18:00:00.000Z,USD,med,0,0
2019-01-15T18:00:00.000Z,USD,med,0,0
2019-01-15T21:00:00.000Z,NZD,med,0,0
2019-01-15T21:45:00.000Z,NZD,low,-1,0
2019-01-15T23:30:00.000Z,AUD,med,0,0
2019-01-15T23:50:00.000Z,JPY,med,-1,0
2019-01-15T23:50:00.000Z,JPY,med,1,0
2019-01-15T23:50:00.000Z,JPY,med,-1,0
2019-01-15T23:50:00.000Z,JPY,med,-1,0
2019-01-16T04:30:00.000Z,JPY,low,1,0
2019-01-16T07:00:00.000Z,EUR,med,0,0
2019-01-16T07:00:00.000Z,EUR,low,0,0
2019-01-16T07:00:00.000Z,EUR,low,0,0
2019-01-16T07:00:00.000Z,EUR,med,0,0
2019-01-16T08:40:00.000Z,EUR,med,0,0
2019-01-16T09:15:00.000Z,GBP,high,0,0
2019-01-16T09:30:00.000Z,GBP,high,0,0
2019-01-16T09:30:00.000Z,GBP,med,1,-1
2019-01-16T09:30:00.000Z,GBP,low,-1,0
2019-01-16T09:30:00.000Z,GBP,high,0,0
2019-01-16T09:30:00.000Z,GBP,med,0,-1
2019-01-16T09:30:00.000Z,GBP,low,1,0
2019-01-16T09:30:00.000Z,EUR,med,0,0
2019-01-16T13:30:00.000Z,USD,med,1,-1
2019-01-16T15:00:00.000Z,USD,low,1,0
2019-01-16T17:30:00.000Z,EUR,med,0,0
2019-01-16T19:00:00.000Z,USD,med,0,0
2019-01-16T23:30:00.000Z,USD,med,0,0
2019-01-17T00:00:00.000Z,JPY,med,0,0
2019-01-17,EUR,med,0,0
2019-01-17T00:30:00.000Z,AUD,med,1,0
2019-01-17T00:30:00.000Z,AUD,med,0,0
2019-01-17T10:00:00.000Z,EUR,med,0,0
2019-01-17T10:00:00.000Z,EUR,med,0,0
2019-01-17T10:00:00.000Z,EUR,med,0,0
2019-01-17T11:00:00.000Z,EUR,med,0,0
2019-01-17T13:30:00.000Z,USD,med,1,-1
2019-01-17T13:30:00.000Z,USD,med,1,0
2019-01-17T15:00:00.000Z,GBP,high,0,0
2019-01-17T15:45:00.000Z,USD,med,0,0
2019-01-17T23:30:00.000Z,JPY,med,0,0
2019-01-18T04:30:00.000Z,JPY,med,0,0
2019-01-18T04:30:00.000Z,JPY,med,0,0
2019-01-18T04:30:00.000Z,JPY,low,0,0
2019-01-18T07:00:00.000Z,JPY,med,0,0
2019-01-18T07:30:00.000Z,CHF,med,-1,0
2019-01-18T07:30:00.000Z,CHF,med,-1,0
2019-01-18T09:00:00.000Z,EUR,low,0,1
2019-01-18T09:30:00.000Z,GBP,high,-1,-1
2019-01-18T09:30:00.000Z,GBP,high,-1,-1
2019-01-18T09:30:00.000Z,GBP,high,-1,-1
2019-01-18T09:30:00.000Z,GBP,high,-1,-1
2019-01-18T13:30:00.000Z,CAD,high,1,0
2019-01-18T13:30:00.000Z,CAD,high,1,0
2019-01-18T14:05:00.000Z,USD,med,0,0
2019-01-18T14:15:00.000Z,USD,med,1,-1
2019-01-18T14:15:00.000Z,USD,med,1,1
2019-01-18T15:00:00.000Z,USD,high,-1,0
2019-01-18T16:00:00.000Z,USD,med,0,0
2019-01-21,USD,high,0,0
2019-01-21,NZD,high,0,0
2019-01-21,EUR,med,0,0
2019-01-21T00:01:00.000Z,GBP,med,0,0
2019-01-21T00:01:00.000Z,GBP,med,0,0
2019-01-21T02:00:00.000Z,CNY,med,1,0
2019-01-21T02:00:00.000Z,CNY,med,1,0
2019-01-21T02:00:00.000Z,CNY,med,0,0
2019-01-21T07:00:00.000Z,EUR,low,1,0
2019-01-22,JPY,med,0,0
2019-01-22,,med,0,0
2019-01-22,EUR,med,0,0
2019-01-22T09:30:00.000Z,GBP,med,1,-1
2019-01-22T09:30:00.000Z,GBP,med,-1,0
2019-01-22T09:30:00.000Z,GBP,med,1,0
2019-01-22T09:30:00.000Z,GBP,med,0,0
2019-01-22T09:30:00.000Z,GBP,med,1,0
2019-01-22T09:30:00.000Z,GBP,med,1,0
2019-01-22T10:00:00.000Z,EUR,med,-1,0
2019-01-22T10:00:00.000Z,EUR,med,1,0
2019-01-22T10:00:00.000Z,EUR,high,0,0
2019-01-22T13:30:00.000Z,CAD,low,-1,-1
2019-01-22T13:30:00.000Z,CAD,med,-1,0
2019-01-22T13:30:00.000Z,USD,med,0,0
2019-01-22T15:00:00.000Z,USD,med,-1,1
2019-01-22T23:30:00.000Z,AUD,low,0,-1
2019-01-22T23:50:00.000Z,JPY,med,1,1
2019-01-22T23:50:00.000Z,JPY,med,-1,-1
2019-01-23T00:00:00.000Z,AUD,low,0,1
2019-01-23,JPY,med,0,0
2019-01-23,JPY,med,0,0
2019-01-23,JPY,high,0,0
2019-01-23T02:00:00.000Z,NZD,med,0,0
2019-01-23T02:30:00.000Z,JPY,high,0,0
2019-01-23T04:30:00.000Z,JPY,low,1,1
2019-01-23T09:30:00.000Z,GBP,med,0,0
2019-01-23T10:00:00.000Z,EUR,med,-1,-1
2019-01-23T13:30:00.000Z,CAD,high,-1,-1
2019-01-23T13:30:00.000Z,CAD,high,-1,-1
2019-01-23T14:00:00.000Z,USD,med,1,0
2019-01-23T14:15:00.000Z,GBP,med,0,0
