Date,Bid_Open,Bid_High,Bid_Low,Bid_Close,Ask_Open,Ask_High,Ask_Low,Ask_Close,Mid_Open,Mid_High,Mid_Low,Mid_Close,Volume
2021-01-03 22:00:00,0.88265,0.88322,0.88252,0.88322,0.88415,0.88472,0.88402,0.88472,0.8834,0.88397,0.88327,0.88397,33
2021-01-03 22:15:00,0.8833,0.8833,0.88298,0.88298,0.8848,0.8848,0.88448,0.88448,0.88405,0.88405,0.88373,0.88373,8
2021-01-03 22:30:00,0.88305,0.88312,0.88265,0.8827,0.88455,0.88462,0.88415,0.8842,0.8838,0.88387,0.8834,0.88345,13
2021-01-03 22:45:00,0.88264,0.88328,0.88246,0.88328,0.88414,0.88478,0.88396,0.88478,0.88339,0.88403,0.88321,0.88403,27
2021-01-03 23:00:00,0.88322,0.88382,0.88235,0.88346,0.88472,0.88491,0.88377,0.88381,0.88397,0.88416,0.8831,0.88364,84
2021-01-03 23:15:00,0.88352,0.88415,0.88347,0.88351,0.88383,0.88449,0.88374,0.88377,0.88368,0.8843,0.8836,0.88364,74
2021-01-03 23:30:00,0.88347,0.88353,0.88316,0.88326,0.88374,0.88375,0.88336,0.88344,0.8836,0.88364,0.88326,0.88335,61
2021-01-03 23:45:00,0.88329,0.88337,0.88284,0.88308,0.88348,0.88355,0.88305,0.88328,0.88338,0.88346,0.88296,0.88318,73
2021-01-04 00:00:00,0.88302,0.88364,0.88302,0.8834,0.88326,0.8839,0.88323,0.88358,0.88314,0.88376,0.88314,0.88349,107
2021-01-04 00:15:00,0.88337,0.8838,0.88333,0.88363,0.88354,0.88394,0.88354,0.88382,0.88346,0.88387,0.88346,0.88372,71
2021-01-04 00:30:00,0.88367,0.88392,0.88364,0.88378,0.88385,0.88407,0.88379,0.88397,0.88376,0.884,0.88372,0.88388,62
2021-01-04 00:45:00,0.88374,0.88389,0.88357,0.88361,0.88393,0.88408,0.88376,0.88378,0.88384,0.88396,0.88366,0.8837,49
2021-01-04 01:00:00,0.88354,0.88373,0.88321,0.88356,0.88377,0.88393,0.88345,0.88372,0.88366,0.88383,0.88333,0.88364,62
2021-01-04 01:15:00,0.88349,0.88411,0.88349,0.884,0.88372,0.88426,0.88364,0.88416,0.8836,0.88418,0.88356,0.88408,69
2021-01-04 01:30:00,0.88404,0.88425,0.88333,0.88361,0.88419,0.88441,0.88353,0.88377,0.88412,0.88433,0.88343,0.88369,68
2021-01-04 01:45:00,0.88364,0.88367,0.88329,0.88349,0.8838,0.88387,0.88351,0.88369,0.88372,0.88376,0.8834,0.88359,61
2021-01-04 02:00:00,0.88346,0.88358,0.88324,0.88331,0.88364,0.88375,0.88343,0.88354,0.88355,0.88366,0.88335,0.88342,55
2021-01-04 02:15:00,0.88332,0.88372,0.88331,0.88341,0.88347,0.88388,0.88347,0.8836,0.8834,0.8838,0.8834,0.8835,53
2021-01-04 02:30:00,0.88343,0.8836,0.88316,0.88346,0.88366,0.88377,0.88337,0.88367,0.88354,0.88368,0.88326,0.88356,37
