Date,Bid_Open,Bid_High,Bid_Low,Bid_Close,Ask_Open,Ask_High,Ask_Low,Ask_Close,Mid_Open,Mid_High,Mid_Low,Mid_Close,Volume
2022-06-15 06:00:00,1.20012,1.20378,1.20004,1.20318,1.20033,1.20398,1.20025,1.20335,1.20022,1.20388,1.20014,1.20326,13557
2022-06-15 07:00:00,1.20315,1.20396,1.20111,1.20311,1.20336,1.20416,1.20128,1.20328,1.20326,1.20406,1.2012,1.2032,13606
2022-06-15 08:00:00,1.20309,1.20887,1.20271,1.20877,1.20328,1.20907,1.20292,1.20897,1.20318,1.20896,1.20282,1.20887,11670
2022-06-15 09:00:00,1.20877,1.2096,1.20663,1.20897,1.20896,1.20979,1.20684,1.20916,1.20886,1.2097,1.20674,1.20906,9918
2022-06-15 10:00:00,1.20897,1.21025,1.20799,1.2091,1.20915,1.21045,1.20819,1.20929,1.20906,1.21035,1.20809,1.2092,8584
2022-06-15 11:00:00,1.20908,1.21242,1.20874,1.21116,1.20928,1.21259,1.20893,1.21137,1.20918,1.2125,1.20884,1.21126,9807
2022-06-15 12:00:00,1.21116,1.21177,1.20574,1.20627,1.21136,1.212,1.20592,1.20642,1.21126,1.21188,1.20584,1.20634,15530
2022-06-15 13:00:00,1.20625,1.20763,1.20565,1.20754,1.20642,1.20781,1.20583,1.20774,1.20634,1.20772,1.20574,1.20764,11757
2022-06-15 14:00:00,1.20754,1.20965,1.20633,1.20682,1.20775,1.20983,1.20651,1.20697,1.20764,1.20974,1.20642,1.2069,9590
2022-06-15 15:00:00,1.2068,1.20706,1.20451,1.20566,1.20697,1.20724,1.20468,1.20584,1.20688,1.20714,1.2046,1.20575,7747
2022-06-15 16:00:00,1.20566,1.2073,1.20467,1.20636,1.20583,1.20749,1.20484,1.20656,1.20574,1.2074,1.20476,1.20646,6871
2022-06-15 17:00:00,1.20635,1.21042,1.20622,1.20933,1.20657,1.21088,1.20641,1.21083,1.20646,1.21054,1.20632,1.21008,6797
2022-06-15 18:00:00,1.20939,1.21624,1.20271,1.2122,1.2108,1.21651,1.20301,1.21246,1.2101,1.21638,1.20286,1.21233,35292
2022-06-15 19:00:00,1.21222,1.22038,1.21134,1.21871,1.21247,1.22061,1.21159,1.21895,1.21234,1.2205,1.21146,1.21883,24749
2022-06-15 20:00:00,1.21869,1.21971,1.21695,1.21716,1.21893,1.21995,1.21717,1.21739,1.21881,1.21982,1.21708,1.21728,5312
2022-06-15 21:00:00,1.21696,1.21744,1.21647,1.21696,1.21832,1.21912,1.21716,1.21744,1.21764,1.2179,1.217,1.2172,2515
2022-06-15 22:00:00,1.21669,1.21739,1.21573,1.21616,1.21721,1.21768,1.21592,1.21643,1.21695,1.21754,1.21584,1.2163,3289
2022-06-15 23:00:00,1.21608,1.21747,1.2157,1.21739,1.21633,1.21768,1.21596,1.21759,1.2162,1.21758,1.21584,1.21749,3890
2022-06-16 00:00:00,1.21736,1.21887,1.21736,1.21774,1.21758,1.21907,1.21757,1.21798,1.21747,1.21897,1.21746,1.21786,6703
2022-06-16 01:00:00,1.21773,1.21853,1.21409,1.21431,1.21796,1.21871,1.21429,1.21451,1.21784,1.21862,1.21419,1.21441,6131
2022-06-16 02:00:00,1.21428,1.21647,1.21415,1.21611,1.21449,1.21669,1.21437,1.21632,1.21438,1.21657,1.21426,1.21622,5188
2022-06-16 03:00:00,1.21614,1.21706,1.21532,1.21565,1.21635,1.21725,1.21551,1.21585,1.21624,1.21716,1.21542,1.21575,5958
2022-06-16 04:00:00,1.21565,1.21583,1.21414,1.21457,1.21584,1.21602,1.21431,1.21475,1.21574,1.21592,1.21422,1.21466,4140
2022-06-16 05:00:00,1.21459,1.21543,1.21326,1.21396,1.21477,1.21562,1.21348,1.21416,1.21468,1.21552,1.21337,1.21406,5814
2022-06-16 06:00:00,1.21404,1.21507,1.21138,1.21159,1.21423,1.21528,1.21159,1.21179,1.21414,1.21518,1.21148,1.21169,8825
2022-06-16 07:00:00,1.21155,1.21155,1.20572,1.209,1.21177,1.21177,1.20593,1.20918,1.21166,1.21166,1.20582,1.20909,15065
2022-06-16 08:00:00,1.20898,1.21351,1.20796,1.21275,1.20917,1.21367,1.20814,1.21293,1.20908,1.21359,1.20806,1.21284,12194
2022-06-16 09:00:00,1.21274,1.2141,1.20932,1.21317,1.21293,1.2143,1.20949,1.21338,1.21284,1.2142,1.20941,1.21328,12109
2022-06-16 10:00:00,1.21317,1.21822,1.21249,1.21527,1.21335,1.21843,1.21268,1.21677,1.21326,1.21832,1.21258,1.21602,11206
2022-06-16 11:00:00,1.21535,1.21754,1.20398,1.21313,1.21685,1.21783,1.20424,1.21333,1.2161,1.21768,1.20412,1.21323,20143
2022-06-16 12:00:00,1.21317,1.2246,1.21292,1.22203,1.21337,1.22485,1.21311,1.22231,1.21327,1.22472,1.21302,1.22217,15492
2022-06-16 13:00:00,1.22203,1.22829,1.22201,1.22472,1.2223,1.22852,1.22225,1.22493,1.22216,1.2284,1.22214,1.22482,13716
2022-06-16 14:00:00,1.22468,1.2281,1.22234,1.22734,1.22489,1.22829,1.22254,1.22752,1.22478,1.2282,1.22244,1.22743,15344
2022-06-16 15:00:00,1.22728,1.23454,1.22685,1.23415,1.22745,1.23476,1.22703,1.23438,1.22736,1.23465,1.22694,1.23426,12805
